32	Whitelee Wind Farm has a 75 turbine extension under construction, which will add an additional 217 MW of capacity	0
33	Work on this extension is set for completion in 2012	0
34	The Clyde Wind Farm is a 548 megawatt (MW) wind farm under construction near Abington in South Lanarkshire, Scotland	0
35	When completed, it will be Europe's largest onshore wind farm	0
36	The 152-turbine project by Scottish and Southern Energy, which was approved by the Scottish Parliament in July 2008, capable of powering 320,000 homes, and will be larger than the 322 MW Whitelee Wind Farm near Glasgow	0
37	Turbines will be built either side of the M74 motorway	0
38	Construction of the wind farm, which is budgeted for £600 million, started in early 2009 and expected to finish in 2012	0
39	In January 2010 contracts were awarded for a major expansion of offshore wind power in the seas around Scotland	0
40	Moray Offshore Renewables will develop offshore wind power in the Moray Firth, and SeaGreen Wind Energy will develop offshore wind in the Firth of Forth	0
41	These developments could lead to 1,000 new wind turbines generating nearly 5,000 MW of power	0
42	Jobs "could also be created in manufacturing, research, engineering, installation, operation and services"	0
43	Most turbines in the European Union produce electricity at an average of 25% of their rated maximum power due to the variability of wind resources, but Scotland's wind regime provides average capacity factor of 40% or higher on the west and northern coasts	0
44	A small wind farm on Shetland with five Vestas V47 660&nbsp;kW turbines recently achieved a world record of 58% capacity over the course of a year	0
45	This record is claimed by Burradale windfarm, located just a few miles outside Lerwick and operated by Shetland Aerogenerators Ltd	0
46	Since opening in 2000, the turbines at this wind farm have had an average capacity factor of 52% and, according to this report, in 2005 averaged a world record 57.9%.   A 2011 report authored by wind farm critic Stuart Young and supported by the John Muir Trust, said that Scotland's wind farms are only delivering a fraction of the power their builders claim	0
47	The report looked at wind farm output over a 26 month period between November 2008 to December 2010 using data from the industry's Balancing Mechanism Reporting System	0
48	The report concluded that wind power "cannot be relied upon to provide significant levels of power" and "that there is an urgent need to re-evaluate the use of the energy source in future"	1
49	There was an "angry response" to the report from the energy industry, and the body representing Scotland's renewable energy refused to recognise the figures	0
50	Jenny Hogan, Director of Policy for Scottish Renewables, said: "We have no confidence in these unofficial figures", and added: "It could be argued the Trust is acting irresponsibly given their expertise lies in protecting our wild lands and yet they seem to be going to great lengths to undermine renewable energy which is widely recognised as one of the biggest solutions to tackling climate change"	0
51	An independent study investigated the JMT report by cross-referencing Renewable Obligation Certificates over the same study period and concluded that wind farms performed much better due to data problems with the BMReports website upon which the JMT Report was based	0
52	Siting of some wind turbines has become an issue amongst those concerned about the value of natural landscapes	0
53	The John Muir Trust has stated that "the best renewable energy options around wild land are small-scale, sensitively sited and adjacent to the communities directly benefiting from them", although even community-owned schemes can prove controversial	0
54	For example, a small-scale scheme proposed by North Harris Development Trust has been supported by the John Muir Trust	0
55	The Ardrossan Wind Farm on the west coast of Scotland has been "overwhelmingly accepted by local people"	0
56	Instead of spoiling the landscape, they believe it has enhanced the area: "The turbines are impressive looking, bring a calming effect to the town and, contrary to the belief that they would be noisy, we have found them to be silent workhorses"	0
57	Community-owned schemes in Scotland include a three V27 wind turbine system near the manufacturer Vestas's Scottish base in Kintyre, operated by Gigha Renewable Energy Ltd	0
58	which is capable of generating up to 675 kW of power	0
59	Gigha residents control the whole project and profits are reinvested in the community	0
60	Findhorn Ecovillage has four Vestas wind turbines which can generate up to 750kW. These make the community net exporters of renewably generated electricity	0
61	Most of the generation is used on-site with any surplus exported to the National Grid	0
62	Boyndie Wind Farm Co-operative is part of the Energy4All group, which promotes community ownership	0
63	A number of other schemes supported by Highlands and Islands Community Energy Company are in the pipeline	0
64	A 2003 survey of residents living around Scotland's 10 existing wind farms found high levels of community acceptance and strong support for wind power, with much support from those who lived closest to the wind farms	0
65	The results of this survey support those of an earlier Scottish Executive survey 'Public attitudes to the Environment in Scotland 2002', which found that the Scottish public would prefer the majority of their electricity to come from renewables, and which rated wind power as the cleanest source of renewable energy	1
66	A survey conducted in 2005 showed that 74% of people in Scotland agree that wind farms are necessary to meet current and future energy needs	1
67	When people were asked the same question in a Scottish Renewables study conducted in 2010, 78% agreed	0
68	The increase is significant as there were twice as many wind farms in 2010 as there were in 2005	0
69	The 2010 survey also showed that 52% disagreed with the statement that wind farms are "ugly and a blot on the landscape"	0
70	59% agreed that wind farms were necessary and that how they looked was unimportant	0
71	The 2010 study suggests that the opposition to wind farms is largely NIMBYism and that the majority of people in Scotland are in support of clean energy	0
72	However, concerns over inappropriate siting of turbines has been voiced by groups in Fife, in particular, where the number of planning applications for turbines has risen sharply	0
73	Some wind farms have become tourist attractions	0
74	The Whitelee Wind Farm Visitor Centre has an exhibition room, a learning hub, a café with a viewing deck and also a shop	0
75	It is run by the Glasgow Science Centre	0
76	A proposed 400kV upgrade to the existing 132 kV transmission network, seen as key to future expansion was held up in planning for three years	0
77	There was vocal opposition from some sectors and strong support from other sectors	0
78	The proposed 220km circuit is to run from Beauly, west of Inverness to Denny, west of Falkirk	0
79	In 2008, the first major independent study associated with the Scottish Government's renewable energy targets concluded that the upgrade of the Beauly-Denny power line will be a key to future development	0
80	In January 2010, the Scottish Government approved the upgrade to the Beauly to Denny transmission line	0
81	It is estimated that 11.5 GW of onshore wind potential exists, enough to provide 45 TWh of energy	0
82	More than double this amount exists on offshore sites where mean wind speeds are greater than on land	0
83	The total offshore potential is estimated at 25 GW, and although more expensive to install could be enough to provide almost half the total energy used in Scotland	0
84	According to a recent report, the world's wind market offers many opportunities for Scottish companies, with total global revenue over the next five years estimated at £35 billion and continued growth forecast until at least 2025.	0
85	Community wind projects are locally owned by farmers, investors, businesses, schools, utilities, or other public or private entities who utilize wind energy to support and reduce energy costs to the local community	0
86	The key feature is that local community members have a significant, direct financial stake in the project beyond land lease payments and tax revenue	0
87	Projects may be used for on-site power or to generate wholesale power for sale, usually on a commercial-scale greater than 100&nbsp;kW.  Financially, community-based wind projects are structured much differently than traditional wind farms	0
88	In the traditional model, the company that builds and manages a wind farm retains sole ownership of the development	0
89	The owners of the land on which the wind turbines were built usually have no stake in development, and are instead compensated through lease payments or by royalty-based contracts	0
90	The more people that become involved through community wind power, the more democratic the energy supply system becomes	0
91	Energy sellers make a profit, landowners receive leasing fees, communities get improved infrastructure, local people get jobs, governments receive taxes, and consumers receive electricity at competitive prices	0
92	Currently, companies following a community model comprise only a small portion of the overall wind energy industry	0
93	In comparison to traditional wind companies, community wind businesses tend to develop smaller-scale projects, often less than 50&nbsp;megawatts (MW)	0
94	The Hepburn Wind Project is a wind farm at Leonards Hill near Daylesford, Victoria, north-west of Melbourne, Victoria	0
95	It comprises two 2MW wind turbines which produce enough power for 2,300 households	0
96	This is the first Australian community-owned wind farm	0
97	The initiative has emerged because the community felt that the state and federal governments were not doing enough to address climate change	0
98	Community wind power is in its infancy in Canada but there are reasons for optimism	0
99	One such reason is the launch of a new Feed-in Tariff (FIT) program in the Province of Ontario . A number of community wind projects are in development in Ontario but the first project that is likely to obtain a FIT contract and connect to the grid is the Pukwis Community Wind Park	0
100	Pukwis will be unique in that it is a joint Aboriginal/Community wind project that will be majority-owned by the Chippewas of Georgina Island First Nation, with a local renewable energy co-operative (the Pukwis Energy Co-operative) owning the remainder of the project	0
101	In Denmark, families were offered a tax exemption for generating their own electricity within their own or an adjoining commune	0
102	By 2001 over 100,000 families belonged to wind turbine cooperatives, which had installed 86% of all the wind turbines in Denmark, a world leader in wind power	0
103	Wind power has gained very high social acceptance in Denmark, with the development of community wind farms playing a major role	1
104	In 1997, Samsø won a government competition to become a model renewable energy community	0
105	An offshore wind farm comprising 10 turbines (making a total of 21 altogether including land-based windmills), was completed, funded by the islanders	0
106	Now 100% of its electricity comes from wind power and 75% of its heat comes from solar power and biomass energy	0
107	An Energy Academy has opened in Ballen, with a visitor education center	0
108	In Germany, hundreds of thousands of people have invested in citizens' wind farms across the country and thousands of small and medium sized enterprises are running successful businesses in a new sector that in 2008 employed 90,000 people and generated 8 percent of Germany's electricity	0
109	Wind power has gained very high social acceptance in Germany, with the development of community wind farms playing a major role	0
110	Sixty-three farmers in, the southern part of the municipality of Zeewolde, have entered into a cooperative agreement that aims to develop a wind farm of at least 108 MW. The project will include the installation of three phases of 12 wind turbines with capacities of 3 to 4.5 MW each	0
111	The aim is to put the wind farm into service in 2012	0
112	The Netherlands has an	0
113	They build and operate wind parks in all regions of the Netherlands	0
114	This started in the 1980s with the first Lagerweij turbines	0
115	Back then, these turbines could be financed by the members of the cooperatives	0
116	Today, the cooperatives build larger wind parks, but not as large as commercial parties do	0
117	Some still operate self-sufficiently, others partner with larger commercial wind park developers	0
118	Because of the very unproductive state policies for financing wind parks in the Netherlands, the cooperatives have developed a new financing model, where members of a cooperative do not have to pay taxes for the electricity they generate with their community wind park	0
119	In this construction the the cooperative operates the wind park, and a traditional energy company only acts as a service provider, for billing and energy balance on the public grid	0
120	This is the new role for energy companies in the future, where production is largely decentralized	0
121	As of 2012, there are 43 communities who are in the process of or already producing renewable energy through co-operative structures in the UK. They are set up and run by everyday people, mostly local residents, who are investing their time and money and together installing large wind turbines, solar panels, or hydro-electric power for their local communities	0
122	Baywind Energy Co-operative was the first co-operative to own wind turbines in the United Kingdom	0
123	Baywind was modeled on the similar wind turbine cooperatives and other renewable energy co-operatives that are common in Scandinavia, and was founded as an Industrial and Provident Society in 1996	0
124	It grew to exceed 1,300 members, each with one vote	0
125	A proportion of the profits is invested in local community environmental initiatives through the Baywind Energy Conservation Trust	0
126	As of 2006, Baywind owns a 2.5&nbsp;megawatt five-turbine wind farm at Harlock Hill near Ulverston, Cumbria (operational since 29 January 1997), and one of the 600&nbsp;kilowatt turbines at the Haverigg II wind farm near Millom, Cumbria	0
127	Another community-owned wind farm, Westmill Wind Farm Cooperative, opened in May 2008 in the Oxfordshire village of Watchfield	0
128	It consists of five 1.3&nbsp;megawatt turbines, and is described by its promoters as the UK's largest community-owned wind farm	0
129	It was structured as a cooperative, whose shares and loan stock were sold to the local community	0
130	Other businesses, such as Midcounties Co-operative, also invested, and the Co-operative Bank provided a loan	0
131	Community-owned schemes in Scotland include a three V27 wind turbine system near the manufacturer Vestas's Scottish base in Kintyre, operated by Gigha Renewable Energy Ltd	0
132	which is capable of generating up to 675&nbsp;kW of power	0
133	Gigha residents control the whole project and profits are reinvested in the community	0
134	Findhorn Ecovillage has four Vestas wind turbines which can generate up to 750&nbsp;kW. These make the community net exporters of renewable-generated electricity	0
135	Most of the generation is used on-site with any surplus exported to the National Grid	0
136	Boyndie Wind Farm Co-operative is part of the Energy4All group, which promotes community ownership	0
137	A number of other schemes supported by Highlands and Islands Community Energy Company are in the pipeline	0
138	Unity Wind Ltd is an Industrial and Provident Society that intends to install two 2MW wind turbines at North Walsham in North Norfolk	0
139	Its key aim is installed and run by community investment and for financial benefit to the community	0
140	Most of the wind farms in the United States are commercially owned	0
141	As of 2011, Iowa has just one community owned wind farm, that is Hardin Hilltop near Jefferson, Iowa	0
142	National Wind is a large-scale community wind project developer, with thirteen families of projects in development or operation	0
143	These projects have an aggregate capacity of over 4,000 MW. The vision of the company is to revitalize rural economies by promoting investment in domestic renewable energy resources	0
144	National Wind creates shared ownership with communities and allows them participation in decisions which are made	0
145	In March 2009, National Wind formed Little Rock Wind LLC, its 7th Minnesota-based, community-owned wind energy company	0
146	The company will develop up to 150 MW of wind power within Big Stone County, Minnesota, over the next 5 to 7 years	0
147	Goodhue Wind LLC is a community wind development company in Goodhue County, Minnesota	0
148	The company intends to develop a 78 MW wind farm, which will supply electricity to Midwestern utilities and ultimately to Midwestern homes and businesses	0
149	Goodhue Wind expects the project will be operational between late 2009 and early 2010	0
150	In a community-based model, the developer/manager of a wind farm shares ownership of the project with area landowners and other community members	0
151	Property owners whose land was used for the wind farm are generally given a choice between a monthly cash lease and ownership units in the development	0
152	While some community wind projects, such as High Country Energy in southern Minnesota, issued public shares after the project's formation, investment opportunities are usually offered to local citizens before the wind development is officially created	0
153	A wind turbine cooperative, also known as a wind energy cooperative, is a jointly owned and democratically controlled enterprise that follows the cooperative model, investing in wind turbines or wind farms	0
154	The cooperative model was developed in Denmark	0
155	The model has also spread to Germany, the Netherlands and Australia, with isolated examples elsewhere	0
156	Some places have enacted policies to encourage development of municipally owned and operated wind turbines on town land	0
157	These projects are publicly owned and tax exempt	0
158	An example is the Hull Wind One project in Massachusetts' Boston Harbor in 2001	0
159	A 660&nbsp;kW wind turbine was installed, and is still a great example of small scale commercial wind	0
160	Wind energy projects provide adequate job opportunities, especially rural communities	0
161	Once a wind farm project is established in a community, jobs are needed for: manufacturing the materials needed to build the project, transportation of supplies to the project area, and construction of the project as well as building roads leading to the project	0
162	After the project is complete, jobs will be needed to maintain and operate the facility	0
163	According to a study by the New York State Energy Research and Development Authority, wind energy produces 27% more jobs per kilowatt-hour than coal plants and 66% more jobs than natural gas plants	0
164	3	0
165	Landowners will also collect revenues for hosting turbines on their property	0
166	Given a typical wind turbine spacing requirements, a 250-acre farm could increase annual farm income by $14,000 per year with little effect on their normal farming and ranching operations	0
167	4	0
168	Community wind energy projects increase local property taxes which were originally low because there was very little to be taxed due to the sparse population and vast farm land	0
169	Once the wind turbines are in service they are taxed, creating much needed revenue for the local community	0
170	The Midwest and the Great Plains regions in the United States are ideal areas for community wind energy projects; they are also oftentimes prone to drought	0
171	Fossil fuel plants use large amounts of water for cooling purposes which is detrimental to communities' water supply if there is a drought	0
172	Wind turbines do not use any water since there is no considerable amount of heat produced during energy generation	0
173	Wind energy adds power to the electric grid which decreases the amount of oil needed to generate a community's electricity	0
174	Local land owners, who produce the wind, can also control the amount of energy produced, which expands the regional energy mix	0
175	Overall community wind energy reduces the local community's dependence on oil and their cost for electricity	0
176	Wind energy is a clean energy source and does not emit greenhouse gases or carbon dioxide	1
177	Since there is no pollution, the surrounding land, water, and air is preserved	0
178	Also, since wind farms do not use any water the ecosystem may have higher survival rate	0
179	A wind turbine can be the cause of trouble when it comes to passing birds	0
180	The risk of collision with the rotors, tower, and even cables connected to a wind turbine is there and some birds are killed because of it	0
181	The annual death toll from collisions is relatively low however, the high estimate being 23 bird mortalities per turbine per year	0
182	Birds can also be disrupted by visual, noise, and vibration impacts from the wind turbines during construction and operation	0
183	This can potentially cause loss of habitat for these birds	0
184	Wind turbines also have the potential to effect the migration of birds	0
185	This can cause a problem because they have to fly further as a result, increasing chance of increased energy expenditure and the potential disruption of linkages between distant feeding, roosting, mounting and breeding areas	0
186	Bats can be affected by wind turbines as well	0
187	Two species of bats in the U.S. are the most affected by these structures, the hoary bat and the eastern red bat	0
188	It is speculated that the high frequency noise which comes from the blades and motor of the wind mill has a negative effect on the bats' echolocation, causing them to be hit by the blades	0
189	It is also said that bats can be killed by the pressure created by wind turbines	0
190	The sudden low pressure area created around the spinning blades causes a condition called barotrauma in bats when they fly through that area of drastic pressure decrease	0
191	Barotrauma occurs when one goes from normal pressure to low pressure very quickly causing the air in the lungs to expand, damaging them in the process	0
192	According to one study, barotrauma can account for as much as 50% of bat fatalities caused by wind mills	0
193	Noise Emissions is a common complaint for local citizens due to the large mechanical rotating blades	0
194	Small and medium sized wind turbines can produce noise levels up to 95 dB. This is, however, improved from old noise levels, which reached up to 120 dB.   The visual impact of wind turbines is a very controversial topic	0
195	Many find wind turbines to not be very aesthetically pleasing and consider them to be an eyesore on what should be untouched landscape	1
196	Many people are supporters of wind energy, but just do not want to be affected by it	0
197	This concept is called NIMBY, or Not In My BackYard	0
198	Like any other large structure, a wind turbine can create a very large shadow when the sun shines	0
199	When the rotor is stationary, the shadow is normal	0
200	However, when the rotor is turning, it can create a strobe effect from the rotors cutting through the sunlight	0
201	This can be very unpleasant to people in surrounding areas, such as buildings	0
202	If multiple shadows cross, this can multiply the effect to cause increased discomfort	0
203	Wind turbines have the potential to have adverse effects on tourism in certain communities that rely on their landscape to attract tourists	1
204	Many people find wind turbines to be unattractive and may be deterred from visiting a place because of that	0
205	There is also a potential for wind turbines to decrease property value in surrounding areas	0
206	A decrease is not always the case, but in certain cases, it can occur	0
207	Without a tax credit, wind energy would be an disadvantage to producers	0
208	In 1992, the renewable energy production tax credit of 2.1 cents per kilowatt-hour was established	0
209	In February 2009, through the American Recovery and Reinvestment Act, Congress acted to provide a three-year extension of the PTC through December 31, 2012	0
210	Wind projects that were up and running in 2009 and 2010 can choose to receive a 30% investment tax credit instead of the PTC. The investment tax credit is also an option for wind projects that are in service before 2013 if the final construction is complete before the end of 2010	0
211	Smaller wind farms (100&nbsp;kW or less) can receive a credit for 30% towards the cost of installment of the system	0
212	The ITC, written into law through the Emergency Economic Stabilization Act of 2008, is available for equipment installed from October 3, 2008 through December 31, 2016	0
213	The value of the credit is now uncapped, through the American Recovery and Reinvestment Act of 2009	0
214	In order to ensure wind energy's future in the energy market, the renewable electricity standard (RES) is a policy in which market mechanisms guarantee a growing percentage of electricity produced comes from renewable sources, like wind energy	0
215	The RES exists in 28 states (not at a national level)	0
216	An example is the Obama-Biden New Energy for America plan, which sets future goals of rapid renewable energy production at 10% by 2012	0
217	A pressing issue of concern is the lack of a modern interstate transmission grid which delivers carbon free electricity to customers	0
218	Currently the US Senate and the Natural Resources Committee have reported the bill out of committee on June 17, 2009	0
219	A combined energy and climate bill is expected to be considered by the full Senate this fall	0
220	In the US House of Representatives the House Energy and Commerce Committee approved a comprehensive energy and climate bill on May 21, 2010	0
221	The clean air and climate change policy is goal to switch from fossil fuel energy sources to renewable carbon-free energy sources for electricity production	0
222	Generating 20% of U.S. electricity from wind would be the climate equivalent of removing 140 million vehicles from the roadways	0
223	Currently the US Senate Committee on Environmental and Public Works has control over the legislation and will begin to complete a markup by September 25, 2009	0
224	The House of Representatives passed the American Clean Energy and Security Act on June 26, 2009, comprising a provision to reduce carbon dioxide emissions 17% below 2005 levels by 2020 and 83% below 2005 levels by 2050	0
225	It also allocates a portion of the allowances given away for free to energy efficiency and renewable energy	0
226	However, the allowances flow through state governments rather than directly to renewable generators	0
227	Overall federal funding for community wind research and development is insufficient and even more so when compared to other fuels and energy sources	0
228	In 2009 the US Department of Energy (DOE) received $118 million from the American Recovery and Reinvestment Act for wind energy research and development	0
229	In 2010 the Senate passed a bill granting the DOE $85 million for the DOE wind program	0
230	For the same purpose, the House of Representatives allowed the DOE $70 million.	0
231	Compared to the environmental impact of traditional energy sources, the environmental impact of wind power is relatively minor	1
232	Wind power consumes no fuel, and emits no air pollution, unlike fossil fuel power sources	1
233	The energy consumed to manufacture and transport the materials used to build a wind power plant is equal to the new energy produced by the plant within a few months	0
234	While a wind farm may cover a large area of land, many land uses such as agriculture are compatible, with only small areas of turbine foundations and infrastructure made unavailable for use	0
235	There are reports of bird and bat mortality at wind turbines as there are around other artificial structures	1
236	The scale of the ecological impact may or may not be significant, depending on specific circumstances	0
237	Prevention and mitigation of wildlife fatalities, and protection of peat bogs, affect the siting and operation of wind turbines	0
238	There are anecdotal reports of negative effects from noise on people who live very close to wind turbines	1
239	Peer-reviewed research has generally not supported these statements	0
240	Wind power consumes no fuel and no water for continuing operation, and has no emissions directly related to electricity production	1
241	Wind turbines produce no carbon dioxide, carbon monoxide, sulfur dioxide, nitrogen dioxide, mercury, radioactive waste, particulates, or any other type of air pollution, unlike fossil fuel power sources	1
242	Wind power plants consume resources in manufacturing and construction	0
243	During manufacture of the wind turbine, steel, concrete, aluminium and other materials will have to be made and transported using energy-intensive processes, generally using fossil energy sources	0
244	The wind turbine manufacturer Vestas states that initial carbon dioxide emissions "pay back" is within about 9 months of operation for off shore turbines	0
245	emissions .   A 2006 study found the emissions of wind power to range from per GWh of energy produced	0
246	Most of the emission comes from producing the concrete for wind-turbine foundations	0
247	A study by the Irish national grid stated that "Producing electricity from wind reduces the consumption of fossil fuels and therefore leads to emissions savings", and found reductions in emissions ranging from of per MWh	1
248	The UK Energy Research Centre (UKERC) study of intermittency also states that wind energy can displace fossil fuel-based generation, reducing both fuel use and carbon dioxide emissions	0
249	.   Rare-earth mining pollution .   The production of permanent magnets used in some wind turbines makes use of neodymium	0
250	Primarily exported by China, pollution concerns associated with the extraction of this rare-earth element have prompted government action in recent years, and international research attempts to refine the extraction process	0
251	Research is underway on turbine and generator designs which reduce the need for neodymium, or eliminate the use of rare-earth metals altogether	0
252	However, Enercon did choose very early not to use permanent magnets for its direct drive turbines, in order to avoid responsibility in the bad environmental imprint of rare earth mining	0
253	The initial carbon dioxide emission from energy used in the installation is "paid back" within about 9 months of operation for off shore turbines	0
254	Any practical large-scale energy source must replace the energy used in its construction	0
255	The energy return on investment (EROI) for wind energy is equal to the cumulative electricity generated divided by the cumulative primary energy required to build and maintain a turbine	0
256	The EROI for wind ranges from 5 to 35, with an average of around 18, according to wind-energy advocates	0
257	EROI is strongly proportional to turbine size, and larger late-generation turbines are at the high end of this range, at or above 35	0
258	Since energy produced is several times energy consumed in construction, there is a net energy gain	0
259	Wind farms are often built on land that has already been impacted by land clearing	0
260	The vegetation clearing and ground disturbance required for wind farms is minimal compared with coal mines and coal-fired power stations	1
261	If wind farms are decommissioned, the landscape can be returned to its previous condition	0
262	Farmers and graziers often lease land to companies building wind farms	0
263	In the U.S., farmers may receive annual lease payments of two thousand to five thousand dollars per turbine, and wind farms may also provide additional community payments "..to reward residents who have made no financial gains [directly] from wind energy development, but whose views of.. [the] landscape now include a panorama of turbines"	0
264	The land can still be used for farming and cattle grazing	0
265	Livestock are unaffected by the presence of wind farms	0
266	International experience shows that livestock will "graze right up to the base of wind turbines and often use them as rubbing posts or for shade"	0
267	Wind-energy advocates contend that less than 1% of the land would be used for foundations and access roads, the other 99% could still be used for farming	0
268	Critics point out that the clearing of trees around tower bases may be necessary for installation sites on mountain ridges, such as in the northeastern U.S.   Turbines are not generally installed in urban areas	0
269	Buildings interfere with wind, turbines must be sited a safe distance ("setback") from residences in case of failure, and the value of land is high	0
270	There are a few notable exceptions to this	0
271	Toronto Hydro has built a lake shore demonstration project, and Steel Winds is a 20 MW urban project south of Buffalo, New York	0
272	Both of these projects are in urban locations, but benefit from being on uninhabited lake shore property	0
273	In the UK there has also been concern about the damage caused to peat bogs, with one Scottish MEP campaigning for a moratorium on wind developments on peatlands saying that "Damaging the peat causes the release of more carbon dioxide than wind farms save"	0
274	Offshore locations use no land and avoid shipping channels	0
275	Environmental assessments are routinely carried out for wind farm proposals, and potential impacts on the local environment (e.g	0
276	plants, animals, soils) are evaluated	0
277	Turbine locations and operations are often modified as part of the approval process to avoid or minimise impacts on threatened species and their habitats	0
278	Any unavoidable impacts can be offset with conservation improvements of similar ecosystems which are unaffected by the proposal	0
279	Projects such as the Black Law Wind Farm have received wide recognition for its contribution to environmental objectives, including praise from the Royal Society for the Protection of Birds, who describe the scheme as both improving the landscape of a derelict opencast mining site and also benefiting a range of wildlife in the area, with an extensive habitat management projects covering over 14 square kilometres	0
280	A research agenda from a coalition of researchers from universities, industry, and government, supported by the Atkinson Center for a Sustainable Future, suggests modeling the spatiotemporal patterns of migratory and residential wildlife with respect to geographic features and weather, to provide a basis for science-based decisions about where to site new wind projects	0
281	More specifically, it suggests:  Use existing data on migratory and other movements of wildlife to develop predictive models of risk	0
282	Use new and emerging technologies, including radar, acoustics, and thermal imaging, to fill gaps in knowledge of wildlife movements	0
283	Identify specific species or sets of species most at risk in areas of high potential wind resoures	0
284	Causes of avian mortality in the United States, 2009  Source Estimated mortality (in thousands) . |- Wind turbines 20  . |- Nuclear powerplants 330  . |- Communication towers (radio, microwave) 4,000 - 50,000  . |- Fossil fuel powerplants 14,000  . |- Cars &#38; trucks 50,000 - 100,000  . |- Agriculture 67,000  . |- Pesticide use 72,000  . |- Building windows 97,000 - 976,000  . |- Domestic cats 100,000  . |- Hunting 100,000  . |- Feral cats 110,000  . |- Transmission Lines (conventional powerplants) 175,000 .   One study estimates that wind farms are responsible for 0.3 to 0.4 fatalities per gigawatt-hour (GWh) of electricity while fossil-fueled power stations are responsible for about 5.2 fatalities per GWh, although other studies have lower estimates of avian deaths	0
285	The former study therefore states that fossil fuel based electricity causes about 10 times more fatalities than wind farm based electricity, primarily due to habitat alteration from pollution and mountain-top removal for coal mining	0
286	In Denmark, where wind turbines generate 9% of electricity, wind turbines kill about 30,000 birds per year	1
287	In the United States, an unofficial non-peer-reviewed estimate by a U.S. Fish & Wildlife Service (USFWS) scientist in 2009 claimed that wind turbines kill 440,000 birds per year, with future mortality expected to increase significantly as wind power generation expands by 2030 to levels about 12 times higher than 2009 levels	0
288	However the high figure estimated was disputed by several organizations, and the U.S. Fish & Wildlife Service later pointed out that it was only an 'estimate' by one of many scientists, which was not being officially supported by the USFWS. In comparison, 80,000 birds are killed by aircraft, and as many as 500 million killed by cats every year	0
